id|text|is_offensive|target
7579fb40-a876-48d1-8b9f-3ae3873e49be|Yaratanın seni tipinle sınıyor sakın inancını yitirme|1|INSULT
1b6eb49b-2e8d-4cd6-b2bd-43f78e43ff98|Yunana guveneceğine yahudıye güven|1|RACIST
c9a389ea-ca13-4084-af28-5f63dbdac58c|ona konut içinde yeni koşullara göre nasıl yaşayacağını öğretmek de gerekiyormuş|0|OTHER
ae542a5d-e4e9-4005-b648-0e59b9d264c3|elini kıçına sokarım gezersin sürahi gibi|1|PROFANITY
ffc42f9a-91d2-4a80-b938-596e8131d4d2|tembeldir ve hiçbir şeyi önemsemez|0|OTHER
6b0b8a71-10c9-4fea-b171-1e0123172600|o sözünden asla dönmez|0|OTHER
44e3d756-b11a-4cf3-afea-ff608ce767a9|ermeni yapıları var burada hep|0|OTHER
37ecaf54-8162-4057-9540-2c80e07aa54d|sipastik beceriksiz|1|INSULT
9ba75fac-2c38-481d-b9db-b72ac55dc270|Rafine zevklerin beni benden alıyor|1|INSULT
af88f5a6-dfb2-4462-95b5-6fe75ec8caf4|Kafadan kontak|1|INSULT
5be0b30f-3227-43bc-9b8d-e2b354772d90|Avrat ev yapar avrat ev yıkar|1|SEXIST
e6651665-3b30-4194-9188-3b28a5d5c509|bölgede başlıca yetiştirilen ürünler buğday ayçiçeği çeltik kavun ve karpuzdur|0|OTHER
3c73a46b-badf-498b-8620-5d69d565c94d|Tembel teneke|1|INSULT
c7a93f9c-bcd7-4a08-bb28-4eba6fd9bab0|Erkekler birer ot gibidirler nerede bitecekleri ve yeşerecekleri belli olmaz ve illa ki bir gün o otu bir hayvan yiyecek ve erkeklerin asıl yüzlerini dışarı çıkaracaklardır|1|SEXIST
ad461f65-9fc6-4227-847b-a7dd8a916b22|Sen gerçekten tam bi budalasın|1|INSULT
7ca382a5-f24a-4871-abdc-5ee7d4b6e871|amlarinizin zekatini verdiniz mi|1|PROFANITY
56f5eea7-6ed8-47f9-97f6-713ee33ea570|sonucu bir üyenin oyu belirledi|0|OTHER
7f9d1d9f-de72-46ef-9226-6be649f9f045|doğada öğrenilen bilgiler pekiştiriliyor|0|OTHER
72a76710-2df7-4f4a-be05-1184f855659f|erkek evin direğidir|1|SEXIST
28edaa4b-830b-4ac2-8046-8dba6628abd4|bi karı dırdırı eksikti|1|SEXIST
ff0b070e-fd0b-4ca8-9323-bd746ce7d4a9|kadın dediğin taktın mı koluna vurdun mu duvara yakışmalı|1|SEXIST
166e1229-321f-4d2f-adb4-8b17850bb488|benim hatam diye mırıldandı yaşlı adam ezik bir halde|0|OTHER
7f15be1c-d017-4dcf-bcb8-1ff765261c4c|aylar geçti beklediler sıkıntı yaşadılar|0|OTHER
29a7c1d9-6cf2-4346-b6f5-d754338fe791|siktir git|1|PROFANITY
be53e7c0-8085-4e87-ad0a-7f80acc0cb86|Kadınların zekaları kendilerini seven erkeklerden kalma tortulardan oluşur|1|SEXIST
2b091c13-82ab-4584-aa2b-2105ce948ca4|spastik spastik davranma|1|INSULT
6329c964-fdb8-458d-9817-5911dc82811a|tam bir korkakla birlikteymişim o an anladım|1|INSULT
6c6c73fe-ec4c-451c-8311-30bb1b7c8607|am kalkabilen bir şey olsa seni gördükten sonra inerdi|1|PROFANITY
8c57329b-dfe0-4a6d-93f0-d361ce74ee0f|Aynı kürt karıları gibi ten rengin olmuş|1|RACIST
ab9bd0f0-de8a-42c5-9ad1-6c06a79599cf|Arap olayım söylediğim söz doğru değilse|1|RACIST
dba7616a-4961-4651-b56f-1ed5b4cbe725|seni paramla satın alabilirim mal|1|INSULT
5b94e225-97d4-4358-86ed-a5a42150bb68|seni bi sikerim boş otobüste ayakta gidersin|1|PROFANITY
bfdaa67d-7958-4977-81d6-0651be7012c3|çokta sikimde|1|PROFANITY
f8b0a53c-acc0-477a-93cb-9e8d547630ab|supangle ve kara helva yanında bir de sakız tatlısı aldık|0|OTHER
00ff20d4-5489-49cf-9eee-8860f9b47b02|Tam bir yalan insansın|1|INSULT
8e085579-cc6f-4b9e-b831-84b6d8837bd2|psikolojik bagisiklik sistemi en iyi tamamen tikandigimiz ve sikistigimiz zaman calisiyor|0|OTHER
7e2d29bb-7d1b-4ba8-983e-f5483fa93a26|onun sakar çocuğu en sevdiğim vazomu gelip kırmasın mı|1|INSULT
29ab6ad0-9b3b-40cd-b982-d3fc75a95fa9|yarrak başlı insan|1|PROFANITY
c205d211-5a61-4372-92e9-68c3e4285b46|Artik su suriyeliler bi gitsin|1|RACIST
7e335c2d-41a8-406a-a5f0-a58f1be1676b|senin en sevdiklerinin amına koyayım|1|PROFANITY
a0c60184-04a9-443a-abf8-5229b4d52d0e|nerede liseye devam ediyorsun|0|OTHER
53e6ebb5-0575-499e-ade2-484c62eef416|bu işten bir şey anladıysam Arap olayım|1|RACIST
d545e29a-0b11-4529-9c99-4cab87990e57|Sen sus lan ibiş|1|INSULT
9a170369-c074-4951-81a5-2239afe57aec|şimdi birşey derdimde neyse kızsın|1|SEXIST
2b04d315-98d4-47e7-ad69-19f9a1075d2b|Siktir etmek herşeyin ilacıdır|1|PROFANITY
8f462311-58b5-41f3-bb06-bfec2504c5e1|Kendisi için bu budalaların arasında bir dakika geçirmek artık bir asır kaybetmeye müsaviydi|1|INSULT
b84def0c-d034-4692-af1f-8f1120390870|kız gibi dövüşüyorsun|1|SEXIST
319af53d-97e3-4f4b-b8d0-1f9f108723d2|Çingen misin roman mısın ne oldupun belli değil|1|RACIST
4514bfbb-0a3f-474a-900f-3a18ec8a0acd|ülkenin bütün halkı düşmandır|0|OTHER
fc66e056-ceea-4d94-860f-26ae50e5d681|Dünyayı su basmış ördeğin sikinde mi|1|PROFANITY
23779bc0-04d9-4fee-b18d-ca156f078ae5|belden yukarısı insan belden aşağısı balık şeklinde ayakları at ayağına benzeyen bir deniz tanrısıdır|0|OTHER
626e67f2-8a8f-4046-9452-8367786db1f6|Mevsimsel geçişlerde hasta olmak kaçınılmaz oluyor.|1|OTHER
c551aa97-1dc0-4994-ac11-d3a9c4553068|çingenler oynamadan duramaz|1|RACIST
732a7acd-b4a6-4136-8f59-3d012a8c0c00|uygulamanın ana ekranındaki bir sayaç başvuru yapılabilecek iş imkanlarının sayısına göre değişiyor|0|OTHER
7a41823e-82ea-4ac4-aecd-d1c055f5c54b|İspanyollar pis kokarlar|1|RACIST
4eb0c6e5-c3f6-40be-86c5-114514f62f64|diğer hallerde ise elektronların diğer yönde akması söz konusudur|0|OTHER
4b98bcd1-afc4-4fe8-af72-9ea3c4f8f1df|yahudi soyundan mı geliyorsun|1|RACIST
c6a147c8-826f-405e-ba0d-0d500be394bd|oysa finans kesimindeki gelişmeler kapitalist sistemden bir sapmaydı ve şimdi kapitalist sistemin rayına oturtulmasına çalışılıyor|0|OTHER
0bc77794-9e74-4537-b7f7-bb35e90cd7a1|soru şu krizde> tüketici nasıl, davranır<|0|OTHER
5b2f7292-574f-4544-aecb-2fe7c1fa0d48|Bakar misiniz Burada kurtce sarki soylemeniz beni rahatsiz ediyor|1|RACIST
e901e5df-8411-4cdd-bf7e-c7e2fe480810|Huzur istiyorum orospu çocukları ama ölünce değil|1|PROFANITY
a5b62842-69c3-4c85-9e8d-8658d4dcaf60|gürültü kirliliği sanayi için önemli bir sorun olarak görülmektedir|0|OTHER
0a93e7df-8873-45a1-8241-d5d1f468aa85|ananın amına naylon terlikle vururum|1|PROFANITY
f93127ad-a7d3-4ff9-b085-9933ecb53bb8|gelsin siksin de adamcağız göt görsün|1|PROFANITY
2e1dee7e-ebab-4f82-a330-1ae47bfa99ed|yarrağına koyayım senin|1|PROFANITY
5e1ce905-351c-4904-ab16-3f8b06717fbd|Zencilerin hepsi bencillerdir|1|RACIST
a68aa9bd-a20e-48e2-83d9-1883ae8f24cc|mülteciler sınır dışı edilmeli sizde istenmediğiniz yerde fazla durmayın artık|1|RACIST
3634349c-f2be-422b-8f18-02cbbae0fdc2|nerde bir dilenci gördün bil ki çingenedir|1|RACIST
28bd6d6f-d8dd-411e-83c6-932ca5e709a7|senin olup olmaman kimsenn umrunda değil|1|INSULT
e23a55e1-6e33-4a8f-854b-a870683ad5cc|Kiz bidonlari nasil kaldirdi erkek gibi maasallah|1|SEXIST
48173e64-9e6d-4fb8-a2ed-42bae1387812|anasının rahminde babasına götünü dönen ibne|1|PROFANITY
340c5731-a457-4d08-9bc4-c833ac149f80|bu olaylara senin laz aklın ermez|1|RACIST
5ff4d7bc-33f4-4298-a2fd-e41db2b338f4|Ağzı olan konuşmasın sikerler o ağzı|1|PROFANITY
cbd46bef-470b-4874-a30e-30127923ef3d|Evde kedi gibi pısırık dışarda aslan gibisin arada kocaman bi fark var|1|INSULT
a2ba9b3a-13ac-4520-af46-eb933ec06497|arsızın götüne gazzığı sokmuşlar amanın bu çatırtı nereden geliyor demiş|1|PROFANITY
0c5dc55e-5429-40fe-a235-2a5dc4dde808|erkek dediğin toka takmaz|1|SEXIST
74392060-0256-4ecd-b0e3-bd8e22a20242|ben erkeğim istediğimi yaparım|1|SEXIST
9cb1cade-16d4-409e-a8bf-32c9864006d9|firavunun dölü|1|PROFANITY
9d367122-36d2-4f75-9178-3e19fe32a5ad|sayın cumhurbaşkanımızın ilk andan itibaren milletine çağrısı oldu|0|OTHER
d4caa9fe-1166-4799-9385-f1cc63436127|Allah canımı alsada senin ölmüşlerini siksem|1|PROFANITY
cd29a08a-732a-4001-9504-57161a959a77|zencilere giriş yasaktır|1|RACIST
7d5c0be1-35ef-4455-9861-f305c3c61a4d|Dağdan inme yörük ne erik bilir ne koruk|1|RACIST
a5fd81d7-444d-49d7-a709-8ead3978f8e5|av kız etkinliğidir|1|SEXIST
057200c4-44b5-41e7-91fe-a16847f6dcd7|sözü gerçekten takdire değer|0|OTHER
4f008dfd-1375-4e0e-825b-b4d37354f7a9|polonyalılar katledilmeli|1|RACIST
53c941c9-c1eb-4320-bf7d-95e459a4b5e6|bamya pipi|1|PROFANITY
a613eef6-0a13-4e55-bdcf-03bfca543f0e|gec sonraki devam et menuden cikarak ekrandaki bilgiler uzerinde degisiklik yapilmasina devam edilir|0|OTHER
7ebd615f-064d-4b2f-a694-2a02cea8fea4|pek çok fotoğrafta gelgit kuyrukları ve köprüler görülebilir|0|OTHER
5eae8c49-c0a4-4400-a534-d3f84d17f825|yobaz ve cahil müslümanlar yine sabır sınıyor|1|RACIST
8c34ac4f-222d-4aa4-ae3b-002f763f519c|Yuvayı yapan Dişi kustur|1|SEXIST
aa56e36e-eac3-4b8a-95d8-0b44bed6a51a|Er gibi gece nöbet mi tutuyorsun dışarda kızım sen|1|SEXIST
daa70ad4-fe90-4af9-ba45-a46eb81c8d03|çapak bir yandan da öğrencilerin yeni bir hayata başlayacakları için mutlu olduğunu belirtti|0|OTHER
12b0794d-727e-4fbf-8c21-6964f1620ece|Çok beceriksizsin herkes sana gülüyor|1|INSULT
56926d77-8d78-413d-9465-3b4fded17457|geniş bir tavaya kadayıfları kızartmak için bolca sıvıyağ döküyoruz|0|OTHER
b19c17b1-fb5d-4835-88bc-2e3f94186439|Çok değersizsin ama kendini elmas sanıyorsun mübarek|1|INSULT
dd5d4bae-0071-4425-a199-92734031d752|fındık kadar boyu var türlü türlü huyu var|1|INSULT
b22664d9-1780-4652-9886-1e034a7c0d94|siz iyi veya kotu demenizle ben iyi veya kotu olmak istemedim|0|OTHER
41aa0cf7-1e72-43e9-a22a-1f06551958bc|falın fallanmış- amın kıllanmış|1|PROFANITY
d1c43631-6531-4f9c-a24c-7f5402cf1a10|bunlara ek olarak şebekeler arasında dolaşılırken cihazları kesintisiz olarak uyum sağlıyor|0|OTHER
4df94392-9e59-497f-a3ca-c311370433d4|çocuk öğrende gel ambiti seni|1|PROFANITY
d80f9293-12d6-433d-9ec8-142ceefc89af|çiğnenmiş lokum gibisin|1|INSULT
c7315a9a-65b4-416e-91c8-4e6d67f60b75|ağzını burnunu dağıtırım piçin çocuğu|1|PROFANITY
f69ec241-037f-459e-ac4f-a55d4c8296bf|yunanlar hırsızdır|1|RACIST
06d7aadf-3da8-482a-8553-7ffb0e1351ce|gözünü siktiğim piçi|1|PROFANITY
f87ef929-b346-4d84-b9cd-92d141e22d01|elektrik geçirirseniz ışık saçıyorlar|0|OTHER
74d731d0-f165-49fc-9456-c3a54dec8fa1|Ben dertten sen zevkten ah çektin şerefini sikeyim|1|PROFANITY
bde7338b-cafa-4320-9442-0690e10be63d|Senin kadar başarısız birine daha rastlamadım|1|INSULT
d204e1ea-7a9f-4d21-a764-347a11301f22|Çinliyse ucuza çalışır|1|RACIST
54c67b5c-4345-4a1e-ad0b-d2a7be5279f1|Kürtten evliya olmaz|1|RACIST
21fa791f-7fca-4412-bcce-184c18931c31|Çıtır hatunmuş|1|SEXIST
aff57f92-45c7-42ae-9c73-e9377c4357bc|futbolcular sezon sonuna kadar bizde|0|OTHER
ae3efede-c1ef-4175-b022-60479da25562|bir Kayserili kadar kurnazsın|1|RACIST
7a10e959-45ab-4715-bec9-2e7670111698|çünkü gelen vatandaş da yaşamını çok rahat sürdüremiyor|0|OTHER
c3237efc-10dc-43a7-b62b-b4ebd6bcad95|leğende yerleşme gösteren böbrek kadınlarda güç olan doğumlarda gerçekleşir|0|OTHER
3eb99c85-4a3b-4aa9-b2af-982319d2d562|önümüzdeki cuma onu göreceğim|0|OTHER
db198eff-5c76-466a-ac70-883411133f52|Onların inançlarını hor görmekten başka bir şeyim yok|1|INSULT
f0910694-9e30-4430-a6eb-b771ff97cee2|patlama ya da ateşleme sistemleri yok|0|OTHER
bf38a414-10f8-4dcc-936a-42dfc63cf299|Sen ne aptalmissin da ben gorememisim|1|INSULT
db832ddc-6ac7-4d8a-9070-b05a94d06abd|kısa filmler öyle çıktı|0|OTHER
897cd093-1b52-45b5-81da-d594b121dc30|kendini geleceğe hazırlayan toplum içindeki her bir bireyin gelecekle ilgili ciddi beklentileri vardır olmalıdır da|0|OTHER
0d43909e-5ac2-49bc-aebe-a3f5f0552ec8|başkasından değil sadece milletinden icazet alarak o makama gelmesi gerekiyor ki bu modeli görüp uygulayabilecek cesareti ve azmi kendisinde bulabilsin|0|OTHER
c7f17482-0e9f-4573-9081-26f22ee7a9d0|seni doğuran amı sikeyim|1|PROFANITY
ef895e68-11e4-4468-8f67-daf5a933bc03|sarı yahudiler gibi paraya düşkünsün|1|RACIST
9def64e1-fd6d-41b5-8874-ae795ef018e0|milletimiz aslında muhabbet istiyor|0|OTHER
491c1640-484e-444c-b200-f74a3d2d487c|o boktan şeyin altındaki sikik tornavidanın sıçtığımın ucunu versene|1|PROFANITY
85ba9d4a-d51d-46db-bee3-0fab90aafccb|Yahudiler için özel oyun alanları oluşturuldu|1|RACIST
e8070e02-1ecd-417e-83da-3b97b6285fa3|Delikanlıyı bozan şeyler yapma|1|SEXIST
3c39ab12-0b5b-48f9-8bf6-5de692461a56|sen, onun- kalbine= bak hoca hanım kalbi pırlanta gibi temizdir yüz kalbin aynasıdır derler de ahmet kulaklarına kadar, kızardı,|0|OTHER
11fb98d6-b75e-449e-94d8-96dcfb9b19d2|eşeğe Kürt demişler iki hafta saman yememiş hesabı aç mı kalacaksın sen de iki hafta|1|RACIST
9ecdda9c-5e47-4470-9824-0dce8068f75d|Her ne kadar kabullenmesen de bu iş böyle yapılır.|1|OTHER
2a9779a7-5a45-421a-a2f5-fdbb553ae0d9|yalancı gubuz|1|INSULT
bf24da46-0dfa-42ed-accd-392e4eacdfd0|haşhaşiler gibi intikam peşinde|1|RACIST
7c06f032-b9dc-421d-82d8-e64351cc2e06|tom saatlerce bir trafik sıkışıklığında sıkıştı|0|OTHER
46f2c69b-3bcc-40c6-ae9e-91d1dc420f28|taşak geçme benimle|1|PROFANITY
e8c2f98e-0882-4cb5-a2b0-6bf0fd184757|kız doğuran analar üzülmekte haklılar|1|SEXIST
48aed8d7-fb9e-46a7-b020-c8f1974f58db|kızlarını üniversiteye kaydettirmek için para olması gerek ve mevcut para bunu karşılamaya yetmemektedir|0|OTHER
2df22b48-3e96-4244-90bd-e4b050932640|Urfada türkten çok afganlı var|1|RACIST
bf4a7ef2-d08c-4f74-89bd-2202fdd945c5|arap bol bulduğu yağı kıçına başına sürermiş|1|RACIST
6b208d2c-1979-4be3-97ea-e8ee61195db7|göt lalesi midir nedir|1|PROFANITY
8a41c503-f2c3-4825-94ff-986c17d3ee7c|seni bir sikerim diyar diyar gezer götündeki deliği kapatacak doktor ararsın|1|PROFANITY
a60e30f7-2254-494c-bb86-39def49e0ae0|her gün birinizi bir gün hepinizi sikeyim|1|PROFANITY
0407325b-dabe-43f6-a80a-2d00d37fc710|sonunda bir çember oluştururlar|0|OTHER
6ec1f5a1-5026-4b34-8a10-59f6a202fc84|her başarılı erkeğin arkasında bir kadın vardır|1|SEXIST
77e584b6-b06f-4d27-9d49-a006db021f06|Asyalılar her hayvanı yerler, pis boğazlılar|1|RACIST
9884c8bd-5cbc-4f8a-bf13-66222e70cb45|Gavur gibi inadı varmış|1|RACIST
a5934811-99ee-402a-ad81-66355de8e145|o iyi bir koca olacak|0|OTHER
b243bd15-dd19-4011-aac7-712620d73736|Ananın damında harfiyat çalışması yapayım|1|PROFANITY
f8726f14-973a-4e18-befa-a2471820ed7c|bu işlemler ise mühendislik işidir|0|OTHER
c38fc2ba-fddf-4b09-a332-55ffb3ff2d63|gereken modüllerle bütünleşik çalışmaktadır|0|OTHER
98e406d6-585a-4cd7-9bd2-cf129fdc9bf9|yani bu devirde kentin orta yerinde bir okulun bahçesine lağım çukuru açılıyor|0|OTHER
295cb9bb-e151-4dd6-9aa6-b7e0f2ebf1e6|ahmakça hareketler bunlar|1|INSULT
42441281-6fe8-46b3-8356-17ea0b98d067|burda> seninle Yahudi. pazarlığı yapamayacağım kusura< bakma|1|RACIST
c8da6f5f-2521-46db-8740-02e53f5bb6f0|gelirse ekime gelmezse sikime|1|PROFANITY
73fb2709-386f-4db4-8340-52a6ac472753|hayrola Türk mezarlığının yanından geçer gibi neden geçiyorsun karşımdan selam vermeden|1|RACIST
a0cff940-f02c-4857-aee4-528039cb3f42|aileler namuslarını korumak için tecavuz mağduru kızlarını zorla evlendirmekte|1|SEXIST
36fa7479-55c0-434f-8467-0bdd72b928e3|seni cinsiyetine bakmadan sikerim|1|PROFANITY
f265042e-59b1-4d9e-a7e1-78b08469fdf3|karı gibi kıvırtma|1|SEXIST
4a369557-4a41-44fd-ae90-78e3925d99dc|Kadınların siyasal güçleri yoktur|1|SEXIST
562b9a97-b195-4dec-bddc-ed0261b88cb7|adam akıllı öğren bu işi|1|SEXIST
cf56557a-a600-4983-8d4e-2138e811fbf0|doğulular kafası geride millettir|1|RACIST
b7cc91ca-b8a9-4e44-979a-fd28b4505335|defol burdan lan|1|PROFANITY
9fc3053a-166c-4292-8bdf-940d07a989d6|polisler onun inkarına inanmadı|0|OTHER
f6f38b43-6e5d-47bb-9cbe-952b2e0e00d4|terbiyesiz herif|1|INSULT
33d4e9b2-b411-4f7d-a175-17474a7f48d7|belediye yetkililerine tekrar hatırlatıyoruz|0|OTHER
04659510-29e8-4869-8aa5-303696de5c3f|savaş alanı sanki burası|0|OTHER
b570dde7-a249-454e-963a-487515336ccb|Kızlar böyle sesli gülmez kızlar kahkaha atmaz|1|SEXIST
f1b0778c-0e6f-4791-ab15-341d331f24b5|transfere ayrılan milyon dolarla ankaranın yapılacak başka bir işi mi kalmadı|0|OTHER
82b8fe99-b5b4-4ec5-adcd-2cc21456314e|Rum dölünden mi geldin|1|RACIST
739442cb-c481-4cd8-bcbb-9036090fa579|Orospunun kocası pezevenktir|1|PROFANITY
0036d1e8-94c1-4313-9cf5-f43f0ba37f67|Romanlar gibi takmış takıştırmış|1|RACIST
95446a85-d831-40a1-af14-344dd56c65b4|hadi git annen şikayet et|1|INSULT
14f7ba20-462f-47d9-85fc-0852aa935eea|sivas kongresi ne katılan delegeler arasında yer aldı|0|OTHER
53b9e41c-ae21-4fd4-a498-777bab615d60|Ölünü yıkayan imam din değiştirir|1|INSULT
00231605-ad42-4cc2-8d7a-e37774c877b9|ha özel psikiyatri merkezi|0|OTHER
8e9bbc1d-d7e7-4f9e-b043-e980a7d5ec7d|aslında eklerin hepsi bir zamanlar sözcüktü|0|OTHER
686fa53e-8134-4b8a-b7da-0a3ddd38d6ef|mültecilerin evleri de depremzedelere verilsin|1|RACIST
5feba6c1-1e8e-487e-a4be-f2f228e3dc1b|man kafa misin kac kere soyledim ya|1|INSULT
65f4a13d-2077-4b72-adcc-d7ca77e68e5a|ancak bu gibi öğrenciler bundan sonraki eğitim öğretim sürelerinde her eğitim öğretim yılında başarılı olmak mecburiyetindedirler|0|OTHER
199ad278-e844-4c0a-bb11-47842c5768fa|kalpsiz vicdansız|1|INSULT
8b96b4fd-f4c1-441a-b043-83fc1a57e35a|o yurek mi yedin bu ne ozguven|1|INSULT
343e5eba-ef2b-4436-9fa1-681e205799e3|ne halin varsa gör|1|INSULT
a2ae9819-5b27-4c79-b038-2b66342f3759|sureyelileri kovun|1|RACIST
a32e9fa1-3220-41f2-ab1a-a0e9fa49ac07|yüzün gözün çapak içinde|1|INSULT
a6441e3e-16a7-46e8-ac32-1ecc5438445d|Amerika görse Iraktan çekilir|1|INSULT
e6abd40d-ac6e-44f7-955f-6c3b7bcd016e|götünü eşek siksin|1|PROFANITY
16a04885-3981-4b80-b607-f7ec8b05206d|hakem zenci futbolcuların itirazlarını dikkate almıyor|1|RACIST
90cd0261-aea0-45ef-84b5-9e10093aea6f|susadıklarında onlara su verdin|0|OTHER
0c2ebd1e-1790-48f4-8df0-e2a5e98fca2c|Derslerimi seçtim.|1|OTHER
4389daa0-3358-41f0-b223-89fb3579d143|Kadının bildiğini garip de bilir|1|SEXIST
57649aff-eadc-4fe5-b59e-8162fccacf6f|eşşoğlu eşeğin köpeği|1|PROFANITY
3ec256cc-9a9f-41af-a7dd-46e081dc6e6a|Beni siktir et demenin verdiği acıyı orospu çocukları bilmez|1|PROFANITY
d73c28ac-0c97-4b92-aa1a-82daaf318cec|Er kocarsa koç olur karı kocarsa hiç olur|1|SEXIST
7ec215f4-4e0e-4ece-aead-d5cb958d86ee|anlaşılan o ki< yazara. bir şeyler söylemeye. çalışıyorsun|0|OTHER
87793fc7-d14e-41f4-8fb4-09dace50a5ff|cok gergin bir insansin hepimizi geriyorsun|1|INSULT
f9ae3266-6979-4e4d-a931-17104bd8a89f|sınıfsız pezevenk|1|INSULT
85b38986-c18e-4143-9b04-ea519e667931|hizmetçi gibi kadın adamı elinden kaçırmış|1|SEXIST
ba8211ba-cab8-4a4b-ae6d-41136590c58e|Ruhsuzsun içi boş|1|INSULT
3c795341-977a-4221-b648-492916613025|Çingeneler dilenci olur|1|RACIST
84fb1b97-1cb6-4d92-a5be-e467104a1add|Yeni dönemde güzel projelere dahil olmak istiyorum.|1|OTHER
64e5d035-7a64-4d0a-bcd1-241b362a798e|Türkün Türkten başka dostu yoktur|1|RACIST
0d579608-e6db-424a-b8e7-1ae200ccc446|olağanüstü hassasiyet için ütünün uç kısmında konsantre buhar püskürtme özelliği|0|OTHER
e4defb3c-7799-4e66-aff5-ca624935b1d5|Yiğidin sözü ölünceye kadar kendisi ölsün|1|SEXIST
9341f96a-de08-4c38-8193-5d5f7a07a074|ayrıca saray kabinesinin de bir parçası haline gelir|0|OTHER
ab99ee9c-9f15-4d4f-9a7b-79914e2eb821|bugün devlet ve millet olarak yaşadığımız birçok sorunun temelinde yatan faktörlerden birisi de budur|0|OTHER
1355b6eb-4373-418d-8952-164648cb5642|tom asla boşanmak istemedi|0|OTHER
38da10c2-425b-4d46-bdec-e97bafef60a4|Bir inşaat sesinden birde karı vızırtısından durulmaz|1|SEXIST
e1cffe91-8f43-4a00-84d6-504dab13d4f2|seni domaltır sikmem rencide olursun|1|PROFANITY
550323bc-5af8-4c01-9d9c-60c41742f76b|Seni nasıl adam edicez bilmiyorum|1|SEXIST
0d4421c1-2884-4fd1-8ca2-9f44c429dc7f|detaylı yasal düzen ve muhasebe sistemi|0|OTHER
06c091c4-7076-4f16-b242-44cff30762d3|yaşam şekli yaşam şekli hakkında fazla bilinmemekte|0|OTHER
75466e9e-d45c-4b06-8b37-5bcda5a66265|gaddar kalpsiz|1|INSULT
854f652b-28a7-40a7-8014-ff6d40f853ca|pin numarasını değiştirmek istiyorum|0|OTHER
4ffa20f0-e0e2-4668-8dfb-1f80ec020eee|bu hala bir sorundur|0|OTHER
3aac6019-c915-46b7-ab12-8c001b7b43d6|Karımın çalışmasına izin vermem.|1|SEXIST
be8b9bc9-962a-4a5c-9e81-6cbb0ff20429|Yunan komşu alacağıma zenci evlat edinirim|1|RACIST
5107898a-c161-4129-9e71-22dcb1a66838|bu onun& fikri değildi|0|OTHER
d01d0868-2561-48ee-ae1d-fd5c5cde5ada|ailesinde diyabet obezite hipertansiyon olan kadınlar hamilelik öncesi ve sonrası kan şekeri değerini kontrol ettirmesi gerekir|0|OTHER
f201d814-0155-4ea2-bcce-7b8611a5316d|am düdüğü|1|PROFANITY
545e5d36-ff56-4f2e-9b9d-b2282abea1f3|temizlikte evde altı kamyon çöp çıktığını kaydeden ersinler üç ay içerisinde kadının evi yeniden çöple doldurduğunu belirtti|0|OTHER
ca35107e-5208-4831-b897-945de0d0108a|yarrak. hastası& orospu çocuğu|1|PROFANITY
afb6b024-f0ec-47d8-8c54-84ce8ef6e307|her sakallı araptır|1|RACIST
d0566925-2255-4dc5-8ae9-2a64a5b8e480|senin götünün astarını sikerim|1|PROFANITY
0fd3b140-00a7-46cc-ab6c-c0ff0018b277|zenciler de hep mafya|1|RACIST
8ef903f4-f9d6-435f-84cc-b005e6b8afa6|kız çocuğu dert oğlan çocuğu ödüldür|1|SEXIST
13c2756d-ced4-4db3-91bb-cffa164da24b|şimdi& eve geri gitsen iyi- olur|0|OTHER
2e382083-4b30-4cf0-85ec-19f8db47322d|istanbulda cebine dikkat et|1|RACIST
4d5e25c5-b46f-4ec4-a574-0578710c96f8|arap insanının eli uzundur|1|RACIST
dcc59d8d-963c-4b34-8b87-dad734db5c43|ananın leşinini sikeyim|1|PROFANITY
cb07b656-1841-4d73-b589-3411271892fe|Kadınlar erkeklere hizmet etmelidir|1|SEXIST
c321967a-5139-40d9-acc5-7c2ba4d31e95|bebekle en çok kadın ilgilenmeli|1|SEXIST
3b97c9da-285d-478e-a616-85b9cc10bd84|ancak tedavi için bu konuda uzmanlaşmış hekim ve kurumlara başvurulması gerekir|0|OTHER
51c2e99f-7dd4-42e6-82c0-afc1f27b6837|Senin yolunu yordamını sikerim|1|PROFANITY
a48cfa31-08dc-4f9d-8b28-e2b34f932e58|Ukraynalılar Ruslar Suriyeliler İranlılar Afrikalılar Afganlar ve hiçbir mülteci Türkiye vatandaşlığı almamalıdır|1|RACIST
0b3c4473-ac64-4844-8f35-e78f6e74119d|adam dediğin karısının sözünden çıkmaz|1|SEXIST
3cb5de1d-7d20-4a0e-83d6-2519e76abf6f|kadın arabası mı kullanıyorsun|1|SEXIST
a9c8da7a-8de3-4a40-96ff-ce3913d26c8c|vitaminsiz orospu çocuğu|1|PROFANITY
1c9b2633-60a0-4758-973b-e9459ba6495e|düğün ne kadar kalabalık olursa olun yarrağı yiyen gelin olur|1|PROFANITY
156439fe-14eb-4756-a1fa-72076662931e|gizli arap sevici yalaklar|1|RACIST
e23ae338-6c0b-4ebc-89e4-fdb6b460d5cf|kalıp sözler sıradan yaşama alışkanlıkları hayatın ilkesi|0|OTHER
93f830b0-015e-4989-9b0f-ac09dc4057dc|yollarin kotu olmasi selalelerin yeterince ilgiyi cekememesine sebep olmaktadir|0|OTHER
1ee384f6-08c5-415a-a3f9-03806d2df4f1|kadın aklınla işlere karışma|1|SEXIST
